times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044]",1.607095640160319e-08,1.6169807775660214e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284]",4.484805707764798e-08,4.510696651193545e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013]",9.256839883921935e-08,9.309040215410111e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351]",1.659538025466449e-07,1.668762860469482e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259]",2.6945787500910015e-07,2.709379926056696e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774]",4.027089474560587e-07,4.0499000739060194e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 1.0947728947252522]",5.589771367858794e-07,5.622436218675278e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.1957474171359199, 1.4]",7.260159588176923e-07,7.303825178423418e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284]",1.42106307634306e-07,1.4342911881594486e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013]",3.423869756978005e-07,3.446804688980466e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351]",6.245160131936892e-07,6.282146710796595e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259]",1.0125507401222579e-06,1.0185296587720302e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774]",1.507378045813614e-06,1.5165064366765445e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522]",2.0865251575789783e-06,2.0995960033540447e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 1.4]",2.7082630619193837e-06,2.7258295622669057e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013]",7.503464020725892e-07,7.575852116491384e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351]",1.45701232330182e-06,1.4661874126763235e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259]",2.3520124355202853e-06,2.3663815160415823e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774]",3.4761102819715324e-06,3.497937230114871e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522]",4.788193667245065e-06,4.819628560880549e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 1.4]",6.20216316996144e-06,6.244836126282505e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351]",2.6731968038662932e-06,2.696820820306585e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259]",4.442769107182971e-06,4.472431103249921e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774]",6.547938709069193e-06,6.592272544480005e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522]",8.993809729826228e-06,9.057998978947532e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 1.4]",1.1640299268089458e-05,1.1728347772354998e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259]",7.350938413036187e-06,7.413466328846394e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774]",1.0987076237332846e-05,1.1070637945945735e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522]",1.5083459500915896e-05,1.5203756789307177e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 1.4]",1.9522872158234878e-05,1.968911489623043e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774]",1.6844300871062338e-05,1.700325958500658e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522]",2.3307031689158898e-05,2.3519170259265806e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 1.4]",3.0192817862103334e-05,3.0485551379319695e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522]",3.3520418592697374e-05,3.388985893035712e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 0.8560912078750774, 1.4]",4.363703467223396e-05,4.412139844375207e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.15307069035205895, 1.0947728947252522, 1.4]",5.9250806776578876e-05,6.0028889716032865e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",8.900606965644085e-08,8.999016863484662e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",2.562299511249565e-07,2.590031226946746e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",5.286320840419234e-07,5.342501440698012e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",9.288221349438442e-07,9.385471067633917e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",1.4600857690638654e-06,1.4751705757329632e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",2.0994067863436027e-06,2.1208368152030553e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 1.4]",2.799613424413108e-06,2.8282075345204152e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",8.513071492058176e-07,8.661895536116309e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",2.0941378564239295e-06,2.1201358243839488e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",3.73697425832866e-06,3.777238723974582e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",5.844846166236412e-06,5.904062642320935e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",8.34353393974268e-06,8.429299860711494e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 1.4]",1.1072613837442115e-05,1.1189078962446874e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",4.439467289639076e-06,4.5223857662674984e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",8.588408477881277e-06,8.684709555829117e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",1.3360000120811919e-05,1.3498182316517135e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",1.890492109868021e-05,1.910315468461809e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 1.4]",2.4942710921894077e-05,2.5212843475507554e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",1.496377058785286e-05,1.522649244501533e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",2.4307470851899672e-05,2.458270951052291e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",3.4326164654867164e-05,3.471215900018559e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 1.4]",4.5158920042997466e-05,4.568648673768915e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774]",3.810150813956338e-05,3.872346567781715e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522]",5.510566009987541e-05,5.58038141333513e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 1.4]",7.252550763463539e-05,7.346860054384528e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522]",8.020575371263454e-05,8.150831677463027e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 0.8560912078750774, 1.4]",0.00010696264365999116,0.00010854876358231083,True
"[0.05723689199147829, 0.09360176585269005, 0.1957474171359199, 1.0947728947252522, 1.4]",0.00014623993864303227,0.00014893361120930812,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",4.437685624594112e-07,4.5314980807959515e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.3337770227605127e-06,1.360740549826552e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",2.728299966944655e-06,2.781533015955809e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",4.659820163801295e-06,4.748418913315247e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",7.059371039636535e-06,7.1909667992043465e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 1.4]",9.762514700173526e-06,9.941758335509414e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",4.435471696018163e-06,4.5775977132234495e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",1.0932192779096343e-05,1.1174008150627207e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",1.8855703457697077e-05,1.9209385585082816e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",2.8269031087027063e-05,2.8753754606189757e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 1.4]",3.867060882545225e-05,3.9311017756732205e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",2.17092464895921e-05,2.2470902753556296e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",4.140131946743364e-05,4.2222936319365055e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",6.17833786407122e-05,6.281630552393204e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 1.4]",8.362315205743127e-05,8.502477975322769e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",6.709016104631188e-05,6.939017717101629e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",0.00010649365492996986,0.00010845883486905237,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 1.4]",0.00014399213720291,0.00014658171119969705,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.00015551218960867122,0.0001607152438303145,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 0.8560912078750774, 1.4]",0.0002188835675892619,0.0002233227281518911,True
"[0.05723689199147829, 0.09360176585269005, 0.25032258773548044, 1.0947728947252522, 1.4]",0.00029789242727958976,0.0003082449177239247,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",2.0059561679727134e-06,2.0856378203351565e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",6.165592481021714e-06,6.3911732889956385e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.2325756902660052e-05,1.2753107499420159e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",2.0310344038122667e-05,2.0989463729728976e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 1.4]",2.959934724556181e-05,3.0564016246752066e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.9536360773200523e-05,2.067121471130851e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",4.770059094703467e-05,4.955636122266099e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",7.914743988290355e-05,8.169863662209116e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 1.4]",0.0001137064111985785,0.00011701406752476391,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",8.66404423789864e-05,9.235106186610302e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00016305595476686838,0.00016881167497246995,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00023392065142843386,0.0002403569479386996,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00024147405097835374,0.0002578997132808224,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 0.8560912078750774, 1.4]",0.0003780216324477812,0.00039037882386513435,True
"[0.05723689199147829, 0.09360176585269005, 0.3201135363491284, 1.0947728947252522, 1.4]",0.0005060926636679616,0.0005419661394307872,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",7.933328289255076e-06,8.512429388457447e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.443055960132133e-05,2.6023447663916422e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.7355839592503976e-05,5.0239457275876606e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 1.4]",7.517460534699726e-05,7.95527388558257e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",7.099052291870202e-05,7.852924281029033e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.0001720388778388283,0.0001839364619352694,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 1.4]",0.0002754351099963071,0.0002908559390290609,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.0002792568568068595,0.0003146755155262209,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0005264748560625695,0.0005605414958597113,True
"[0.05723689199147829, 0.09360176585269005, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006956700177502904,0.0007935299789390362,True
"[0.05723689199147829, 0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.6346015914495258e-05,2.9860186642586415e-05,True
